id	es	en	fr
song-022	Siete minutos capaces de borrar la frontera entre una declaración privada y una celebración compartida.	Seven minutes that erase the boundary between a private declaration and a shared celebration.	Sept minutes capables d’effacer la frontière entre déclaration privée et célébration partagée.
song-021	La espera dentro de una habitación azul se vuelve más intrigante que cualquier explicación posterior.	Waiting inside a blue room becomes more intriguing than any explanation that follows.	L’attente dans une chambre bleue devient plus intrigante que toute explication ultérieure.
song-073	Una comunidad responde a la violencia negándose a entregar también su capacidad de movimiento.	A community answers violence by refusing to surrender its ability to move as well.	Une communauté répond à la violence en refusant de céder aussi sa capacité de mouvement.
song-074	El regreso a casa de un trabajador revela una ciudad que conoce su nombre pero rara vez escucha su historia.	A worker’s journey home reveals a city that knows his name but rarely hears his story.	Le retour d’un travailleur révèle une ville qui connaît son nom mais écoute rarement son histoire.
song-075	La madrugada aparece como un estado mental donde cada luz parece demasiado lejana.	The small hours emerge as a state of mind in which every light seems too far away.	Le cœur de la nuit devient un état mental où chaque lumière paraît trop lointaine.
song-076	El enamoramiento conserva su ligereza incluso mientras reconoce que ya no puede controlarse.	Infatuation retains its lightness even while admitting it can no longer be controlled.	L’élan amoureux garde sa légèreté tout en reconnaissant qu’il ne peut plus être maîtrisé.
song-077	Una emoción discreta aprende a vivir dentro de un futuro de superficies perfectamente ordenadas.	A quiet emotion learns to live inside a future of perfectly ordered surfaces.	Une émotion discrète apprend à vivre dans un futur aux surfaces parfaitement ordonnées.
song-078	Una ciudad imaginaria se reorganiza sin descanso y obliga al oído a buscar nuevas coordenadas.	An imaginary city rearranges itself without rest and forces the ear to seek new coordinates.	Une ville imaginaire se réorganise sans relâche et oblige l’oreille à chercher de nouvelles coordonnées.
song-079	Muchas direcciones simultáneas terminan produciendo la sensación de que todo avanza hacia un mismo centro.	Many simultaneous directions ultimately create the feeling that everything is moving towards one centre.	De nombreuses directions simultanées finissent par donner l’impression que tout avance vers un même centre.
song-080	Una búsqueda nocturna continúa incluso después de que la posibilidad de encontrar algo ha desaparecido.	A nocturnal search continues even after the possibility of finding anything has disappeared.	Une recherche nocturne continue même après la disparition de toute possibilité de trouver quoi que ce soit.
song-081	El ascenso hacia una ciudad perdida se convierte en una reflexión sobre historia, muerte y permanencia.	The ascent towards a lost city becomes a reflection on history, death and permanence.	L’ascension vers une ville perdue devient une réflexion sur l’histoire, la mort et la permanence.
song-082	La euforia conserva cierta torpeza y por eso parece pertenecer a una noche real, no a una fantasía perfecta.	Euphoria retains a certain awkwardness and therefore belongs to a real night rather than a perfect fantasy.	L’euphorie garde une certaine maladresse et semble ainsi appartenir à une nuit réelle plutôt qu’à un rêve parfait.
song-083	La necesidad de cantar aparece como una verdad anterior a cualquier explicación o aprendizaje técnico.	The need to sing emerges as a truth preceding any explanation or technical training.	Le besoin de chanter apparaît comme une vérité antérieure à toute explication ou formation technique.
song-084	Una mañana luminosa adquiere movimiento sin que el esfuerzo necesario llegue a verse en la superficie.	A bright morning acquires motion without the necessary effort ever showing on the surface.	Un matin lumineux se met en mouvement sans que l’effort nécessaire n’apparaisse à la surface.
song-085	La intimidad frente a una pantalla deja ver cuánto aislamiento puede esconder una imagen conectada.	Intimacy before a screen reveals how much isolation a connected image can conceal.	L’intimité devant un écran révèle combien d’isolement peut cacher une image connectée.
song-086	Un retrato tan preciso que cada sonrisa deja ver el peligro que intenta disimular.	A portrait so precise that every smile reveals the danger it tries to conceal.	Un portrait si précis que chaque sourire laisse apparaître le danger qu’il cherche à dissimuler.
song-087	Una pregunta sencilla conserva suficiente misterio para que el encanto aumente con cada nueva vuelta.	A simple question retains enough mystery for its charm to grow with every return.	Une question simple garde assez de mystère pour que son charme grandisse à chaque retour.
song-028	Un recuerdo infantil adquiere una fuerza épica sin perder la fragilidad de quien todavía espera una respuesta.	A childhood memory gains epic force without losing the fragility of someone still waiting for an answer.	Un souvenir d’enfance acquiert une force épique sans perdre la fragilité de celle qui attend encore une réponse.
song-029	Una pregunta sobre intimidad desarma las fronteras entre amistad, deseo e identidad sin ofrecer una respuesta cómoda.	A question about intimacy unsettles the borders among friendship, desire and identity without offering a comfortable answer.	Une question d’intimité défait les frontières entre amitié, désir et identité sans offrir de réponse confortable.
song-088	La oscuridad de una historia caribeña termina convertida en una fuerza que se comparte bailando.	The darkness of a Caribbean story is ultimately turned into a force shared through dance.	L’obscurité d’un récit caribéen finit par devenir une force que l’on partage en dansant.
song-089	La negativa a permanecer callado adquiere una forma tan pública, conflictiva y multitudinaria como la calle.	The refusal to stay silent takes a form as public, conflicted and crowded as the street.	Le refus de se taire prend une forme aussi publique, conflictuelle et peuplée que la rue.
song-090	El enamoramiento se vuelve una sensación táctil que no necesita palabras comprensibles para orientarnos.	Infatuation becomes a tactile sensation requiring no intelligible words to guide us.	L’éblouissement amoureux devient une sensation tactile qui n’a besoin d’aucun mot intelligible pour nous guider.
song-091	Una petición íntima se convierte en celebración transatlántica sin dejar de mirar hacia una vida compartida.	An intimate request becomes a transatlantic celebration without losing sight of a shared life.	Une demande intime devient une célébration transatlantique sans cesser d’imaginer une vie commune.
song-035	Una ausencia amorosa crece hasta ocupar al mismo tiempo la intimidad de una voz y el espacio de una ciudad.	A lover’s absence grows to fill both the intimacy of one voice and the space of a city.	Une absence amoureuse grandit jusqu’à occuper à la fois l’intimité d’une voix et l’espace d’une ville.
song-092	Una canción privada intenta llegar desde detrás de una memoria que se vuelve más borrosa al acercarnos.	A private song tries to reach us from behind a memory that blurs as we approach.	Une chanson intime tente de nous parvenir derrière un souvenir qui se brouille à mesure qu’on s’en approche.
song-093	La calidez de un recuerdo doméstico sobrevive dentro de un paisaje que nunca podría existir fuera de la música.	The warmth of a domestic memory survives inside a landscape that could exist nowhere outside music.	La chaleur d’un souvenir domestique survit dans un paysage qui ne pourrait exister ailleurs que dans la musique.
song-094	La distancia entre las islas y quienes partieron de ellas adquiere una dignidad sin sentimentalismo.	The distance between islands and those who left them acquires dignity without sentimentality.	La distance entre les îles et ceux qui les ont quittées acquiert une dignité sans sentimentalisme.
song-095	El instante de reconocer el amor se prolonga con una calma que no necesita demostrar entusiasmo.	The instant of recognizing love unfolds with a calm that has no need to display excitement.	L’instant où l’amour se reconnaît se prolonge avec un calme qui n’a pas besoin d’afficher son enthousiasme.
song-096	Dos amigos convierten el coqueteo en conversación y dejan que el carácter haga todo el trabajo.	Two friends turn flirtation into conversation and let personality do all the work.	Deux amis transforment le flirt en conversation et laissent leur personnalité faire tout le travail.
song-097	Una despedida imagina su propia película porque la realidad ya no ofrece una salida suficientemente elegante.	A farewell imagines its own film because reality no longer offers a sufficiently elegant exit.	Un adieu imagine son propre film parce que la réalité n’offre plus de sortie assez élégante.
song-098	El barrio reaparece como un lugar querido, peligroso y demasiado complejo para caber en la nostalgia.	The neighbourhood returns as a beloved, dangerous place too complex to fit inside nostalgia.	Le quartier réapparaît comme un lieu aimé, dangereux et trop complexe pour tenir dans la nostalgie.
song-099	La terquedad juvenil sigue avanzando hasta encontrar por unos instantes una sensación real de libertad.	Youthful stubbornness keeps moving until it briefly finds a genuine sense of freedom.	L’obstination de la jeunesse continue d’avancer jusqu’à trouver un instant de véritable liberté.
song-100	Una persona admite que no conoce el camino y convierte esa incertidumbre en el centro de la experiencia.	Someone admits not knowing the way and makes that uncertainty the centre of the experience.	Une personne reconnaît ne pas connaître le chemin et place cette incertitude au centre de l’expérience.
song-101	Una respuesta ingeniosa a las expectativas sobre el cuerpo se vuelve fácil de cantar sin perder filo.	A witty answer to expectations about the body becomes easy to sing without losing its edge.	Une réponse spirituelle aux attentes imposées au corps devient facile à chanter sans perdre son mordant.
song-102	Una estación completa parece transcurrir dentro de una sola obra que nunca regresa exactamente al mismo lugar.	An entire season seems to pass inside one work that never returns to exactly the same place.	Une saison entière semble s’écouler dans une seule œuvre qui ne revient jamais tout à fait au même endroit.
song-033	Una memoria familiar dicha en voz baja pesa más que cualquier intento de convertirla en himno.	A family memory spoken softly carries more weight than any attempt to turn it into an anthem.	Un souvenir familial dit à voix basse pèse davantage que toute tentative d’en faire un hymne.
song-103	Una artista ocupa el futuro con tanta naturalidad que lo extraño termina pareciendo construido especialmente para ella.	An artist inhabits the future so naturally that strangeness ends up seeming built especially for her.	Une artiste habite le futur avec tant de naturel que l’étrange semble finir par avoir été conçu pour elle.
song-104	Un paseo sin prisa permite descubrir que la elegancia también puede ser una forma de movimiento.	An unhurried walk reveals that elegance can also be a form of motion.	Une promenade sans hâte révèle que l’élégance peut elle aussi être une forme de mouvement.
song-105	Una emoción adolescente cambia de escala sin perder la cercanía con la que fue confesada.	An adolescent feeling changes scale without losing the closeness with which it was confessed.	Une émotion adolescente change d’échelle sans perdre la proximité de sa confidence.
song-106	Una ruptura se mira desde tantos ángulos que ninguna versión consigue reclamar toda la verdad.	A breakup is viewed from so many angles that no version can claim the whole truth.	Une rupture est regardée sous tant d’angles qu’aucune version ne peut revendiquer toute la vérité.
song-107	Dos historias evitan la moraleja y confían en que los detalles permitan comprender a quienes las habitan.	Two stories avoid moralizing and trust detail to let us understand the people inside them.	Deux histoires évitent la morale et font confiance aux détails pour nous rapprocher de ceux qui les habitent.
song-108	El glamour de una fantasía empieza a deteriorarse hasta revelar el cansancio que intentaba mantener fuera de cuadro.	A fantasy’s glamour begins to decay and reveals the fatigue it tried to keep outside the frame.	Le glamour d’un fantasme commence à se détériorer et révèle la fatigue qu’il voulait maintenir hors champ.
song-109	La ausencia transforma objetos comunes y horas vacías en pruebas de una vida que perdió su ritmo.	Absence turns ordinary objects and empty hours into evidence of a life that has lost its rhythm.	L’absence transforme objets ordinaires et heures vides en preuves d’une vie qui a perdu son rythme.
song-110	Un instante de felicidad se repite sin agotarse porque cada regreso modifica nuestra expectativa.	A moment of happiness repeats without wearing out because each return changes our expectation.	Un instant de bonheur se répète sans s’épuiser parce que chaque retour transforme notre attente.
song-038	Una canción que sonríe justo cuando parece estar a punto de revelar su secreto.	A song that smiles just when it seems ready to reveal its secret.	Une chanson qui sourit au moment même où elle semble prête à révéler son secret.
song-111	La atracción permanece suspendida en un espacio donde acercarse un poco más también podría romper el encanto.	Attraction stays suspended in a space where moving any closer might also break the spell.	L’attirance reste suspendue dans un espace où s’approcher davantage pourrait aussi rompre le charme.
song-112	Una máscara protege a su creador sin conseguir ocultar por completo el duelo que la hizo necesaria.	A mask protects its maker without fully concealing the grief that made it necessary.	Un masque protège son créateur sans parvenir à dissimuler entièrement le deuil qui l’a rendu nécessaire.
song-113	La promesa de una noche perfecta permanece dentro de un instante que se abre lentamente.	The promise of a perfect night remains inside a moment that slowly opens.	La promesse d’une nuit parfaite demeure dans un instant qui s’ouvre lentement.
song-114	La intimidad aparece en el pequeño retraso compartido por personas que confían plenamente unas en otras.	Intimacy emerges in the slight shared delay among people who trust one another completely.	L’intimité naît du léger retard partagé par des personnes qui se font entièrement confiance.
song-115	Aceptar que no conocemos el camino se vuelve una forma serena de recuperar la propia dirección.	Admitting we do not know the way becomes a calm means of recovering our own direction.	Reconnaître que l’on ignore le chemin devient une manière sereine de retrouver sa propre direction.
song-116	Una posibilidad de felicidad se afirma, retrocede y vuelve a aparecer sin fingir que la duda ha terminado.	The possibility of happiness advances, retreats and returns without pretending doubt has ended.	Une possibilité de bonheur s’affirme, recule et revient sans prétendre que le doute a disparu.
song-117	Una confesión mínima encuentra ternura justo donde el lenguaje parece quedarse corto.	A minimal confession finds tenderness precisely where language seems to fall short.	Une confession minimale trouve sa tendresse précisément là où le langage semble manquer.
song-118	La percepción del tiempo se suspende y vuelve con la claridad física de algo que siempre estuvo ahí.	The perception of time is suspended and returns with the physical clarity of something always there.	La perception du temps se suspend puis revient avec la clarté physique de quelque chose qui était là depuis le début.
song-041	La urgencia juvenil queda atrapada en una canción que parece correr más rápido que sus propias dudas.	Youthful urgency is caught in a song that seems to outrun its own doubts.	Une urgence juvénile prise dans une chanson qui semble aller plus vite que ses propres doutes.
song-042	Una voz encuentra dirección dentro de un paisaje saturado de señales, fronteras y movimiento.	A voice finds direction inside a landscape saturated with signals, borders and motion.	Une voix trouve sa direction dans un paysage saturé de signaux, de frontières et de mouvement.
song-119	La música entendida como un territorio que no necesita pedir permiso para existir.	Music understood as a territory that needs no permission to exist.	La musique envisagée comme un territoire qui n’a besoin d’aucune permission pour exister.
song-044	La anticipación de una multitud se convierte en una fuerza que parece imposible de contener.	A crowd’s anticipation becomes a force that seems impossible to contain.	L’attente d’une foule devient une force qui paraît impossible à contenir.
song-046	Una presencia incompleta atraviesa la noche y vuelve emocional todo aquello que no alcanza a decir.	An incomplete presence crosses the night and makes everything it cannot say emotional.	Une présence incomplète traverse la nuit et charge d’émotion tout ce qu’elle ne parvient pas à dire.
song-045	El paso del tiempo se vuelve visible mientras una reunión nocturna intenta prolongarse unos minutos más.	The passage of time becomes visible as a late-night gathering tries to last a few minutes longer.	Le passage du temps devient visible tandis qu’une réunion nocturne tente de se prolonger quelques minutes encore.
song-120	Una escucha para comprobar cuánto puede cambiar la intensidad cuando se aprende a esperar.	A listen that shows how profoundly intensity can change once patience enters the room.	Une écoute qui montre combien l’intensité peut changer lorsque la patience entre en jeu.
song-047	Una fantasía de grandeza cambia de escala y revela la economía íntima que la sostenía.	A fantasy of grandeur changes scale and reveals the intimate economy that sustained it.	Une fantaisie de grandeur change d’échelle et révèle l’économie intime qui la soutenait.
song-121	Varias personas reclaman el derecho a decidir cómo serán recordadas y quién contará sus vidas.	Several people claim the right to decide how they will be remembered and who will tell their lives.	Plusieurs personnes revendiquent le droit de décider comment elles seront retenues et qui racontera leur vie.
song-049	Identidad, herencia y poder dejan de pedir aprobación y ocupan el centro con plena conciencia del encuadre.	Identity, inheritance and power stop asking for approval and take the centre with full command of the frame.	Identité, héritage et pouvoir cessent de demander l’approbation et occupent le centre en maîtrisant pleinement le cadre.
song-122	Una relación violenta se vuelve un espacio cerrado del que la voz intenta salir sin suavizar el peligro.	A violent relationship becomes an enclosed space the voice tries to escape without softening the danger.	Une relation violente devient un espace clos dont la voix tente de sortir sans atténuer le danger.
song-123	La posibilidad de transformarse se celebra como un derecho corporal, emocional y creativo.	The possibility of transformation is celebrated as a bodily, emotional and creative right.	La possibilité de se transformer est célébrée comme un droit corporel, émotionnel et créatif.
song-124	Una interpretación se presenta sin protección y convierte cada imperfección en prueba de su sinceridad.	A performance appears without protection and turns every imperfection into evidence of its sincerity.	Une interprétation se présente sans protection et transforme chaque imperfection en preuve de sa sincérité.
song-125	Una mujer conserva el derecho a ser compleja incluso cuando otros intentan convertirla en historia o advertencia.	A woman retains the right to complexity even when others try to turn her into story or warning.	Une femme garde le droit d’être complexe même lorsque d’autres tentent d’en faire un récit ou un avertissement.
song-050	Una promesa pequeña encuentra suficiente espacio para acompañar una ausencia sin apropiarse de ella.	A small promise finds enough space to accompany an absence without claiming it.	Une petite promesse trouve assez d’espace pour accompagner une absence sans se l’approprier.
