id	review_es	listen1_es	listen2_es	review_en	listen1_en	listen2_en	review_fr	listen1_fr	listen2_fr
song-074	Pablo Pueblo sigue a un trabajador durante el regreso a casa y hace de la salsa una forma de crónica urbana. Rubén Blades no observa a su personaje desde arriba: ajusta el fraseo al cansancio, a la calle y a los pensamientos interrumpidos; Willie Colón convierte metales y coros en el entorno que comenta su recorrido.	El inicio contenido, que deja caminar al personaje antes de que la orquesta se abra.	Los coros que no adornan el relato: representan la presión de una realidad colectiva.	Pablo Pueblo follows a worker on his way home and turns salsa into urban chronicle. Rubén Blades does not look down on his character: he adjusts his phrasing to fatigue, the street and interrupted thoughts; Willie Colón turns horns and choruses into the surroundings commenting on his route.	The restrained opening, letting the character walk before the orchestra opens out.	The choruses that do not decorate the story but embody collective pressure.	Pablo Pueblo suit un travailleur sur le chemin du retour et fait de la salsa une chronique urbaine. Rubén Blades ne regarde pas son personnage d’en haut : il adapte son phrasé à la fatigue, à la rue et aux pensées interrompues ; Willie Colón transforme cuivres et chœurs en un décor qui commente son trajet.	L’ouverture retenue, qui laisse marcher le personnage avant que l’orchestre ne s’ouvre.	Les chœurs qui n’ornent pas le récit, mais incarnent la pression d’une réalité collective.
song-075	4:00A.M. retrata la madrugada sin recurrir al silencio: Taeko Ohnuki la llena de bajo elástico, acordes suspendidos y pequeños destellos de estudio. La voz permanece serena en medio de ese movimiento, como si el insomnio hubiese agudizado cada sonido sin volverlo más cercano.	El bajo que enlaza los acordes con más información de la que ofrece la batería.	Las capas de teclado que aparecen como luces aisladas, no como una pared continua.	4:00A.M. portrays the small hours without resorting to silence: Taeko Ohnuki fills them with elastic bass, suspended chords and small studio glints. Her voice remains calm amid that motion, as though sleeplessness had sharpened every sound without bringing it any closer.	The bass connecting the chords with more information than the drums provide.	The keyboard layers appearing like isolated lights rather than a continuous wall.	4:00A.M. dépeint la nuit profonde sans recourir au silence : Taeko Ohnuki la remplit d’une basse élastique, d’accords suspendus et de petits éclats de studio. La voix reste calme au milieu de ce mouvement, comme si l’insomnie avait aiguisé chaque son sans le rapprocher.	La basse qui relie les accords avec davantage d’informations que la batterie.	Les couches de clavier qui apparaissent comme des lumières isolées plutôt que comme un mur continu.
song-076	I Can’t Help It encuentra una zona donde la precisión de Quincy Jones y la ligereza de Michael Jackson no se anulan. La composición de Stevie Wonder avanza sobre armonías cambiantes y un bajo sincopado; Jackson canta por encima del arreglo con una suavidad que hace parecer inevitable cada giro difícil.	El bajo que desplaza el acento bajo una melodía vocal de movimiento más largo.	Las voces dobladas, usadas como sombra y no como simple refuerzo.	I Can’t Help It finds a place where Quincy Jones’s precision and Michael Jackson’s lightness do not cancel each other out. Stevie Wonder’s composition moves across changing harmony and syncopated bass; Jackson sings above the arrangement with a softness that makes every difficult turn seem inevitable.	The bass shifting the accent beneath a vocal melody moving in longer arcs.	The doubled vocals used as shadow rather than simple reinforcement.	I Can’t Help It trouve une zone où la précision de Quincy Jones et la légèreté de Michael Jackson ne s’annulent pas. La composition de Stevie Wonder avance sur des harmonies changeantes et une basse syncopée ; Jackson chante au-dessus de l’arrangement avec une douceur qui rend inévitable chaque détour difficile.	La basse qui déplace l’accent sous une mélodie vocale aux mouvements plus longs.	Les voix doublées, employées comme ombre plutôt que comme simple renfort.
song-077	Behind the Mask no usa el vocoder para ocultar la emoción, sino para situarla dentro de una máquina. Yellow Magic Orchestra construye un pulso exacto, pero bajo, melodía y pequeños desplazamientos de textura impiden que la exactitud se vuelva rígida; lo humano aparece en la forma de programar el movimiento.	La voz procesada, cuya melodía conserva expresión aunque desaparezca el rostro del cantante.	El bajo que redondea la cuadrícula rítmica y evita que el arreglo suene plano.	Behind the Mask uses the vocoder not to hide emotion but to place it inside a machine. Yellow Magic Orchestra builds an exact pulse, yet bass, melody and small textural shifts keep accuracy from becoming rigid; the human element lies in how movement is programmed.	The processed voice, whose melody retains expression after the singer’s face disappears.	The bass rounding out the rhythmic grid and keeping the arrangement from sounding flat.	Behind the Mask n’utilise pas le vocodeur pour cacher l’émotion, mais pour la placer à l’intérieur d’une machine. Yellow Magic Orchestra construit un rythme exact, pourtant la basse, la mélodie et de petits déplacements de texture empêchent cette précision de devenir rigide ; l’humain apparaît dans la manière de programmer le mouvement.	La voix traitée, dont la mélodie garde son expression après la disparition du visage du chanteur.	La basse qui arrondit la grille rythmique et évite que l’arrangement ne devienne plat.
song-078	Riot in Lagos imagina una ciudad electrónica mediante fricción, no mediante descripción. Ryuichi Sakamoto cruza cajas de ritmos, bajos sintéticos, timbres metálicos y acentos desplazados; ninguna capa domina por mucho tiempo, de modo que la pieza parece reorganizar su propio mapa mientras avanza.	Los golpes secos que caen fuera del lugar esperado y alteran la sensación de compás.	Los cambios de timbre del bajo, responsables de buena parte de la narrativa sin palabras.	Riot in Lagos imagines an electronic city through friction rather than description. Ryuichi Sakamoto crosses drum machines, synthetic bass, metallic timbres and displaced accents; no layer dominates for long, so the piece seems to redraw its own map as it moves.	The dry hits landing outside the expected place and altering the sense of metre.	The bass timbre changes carrying much of the wordless narrative.	Riot in Lagos imagine une ville électronique par le frottement plutôt que par la description. Ryuichi Sakamoto croise boîtes à rythmes, basses synthétiques, timbres métalliques et accents déplacés ; aucune couche ne domine longtemps, si bien que le morceau semble redessiner sa propre carte en avançant.	Les coups secs placés hors de l’endroit attendu, qui modifient la perception de la mesure.	Les changements de timbre de la basse, responsables d’une grande part du récit sans paroles.
song-079	The Great Curve no construye un muro de sonido: organiza muchas líneas que corren a velocidades distintas. Talking Heads, Brian Eno y los músicos invitados convierten guitarras, percusiones y voces en ciclos que se rozan sin coincidir por completo; el trance surge de esa diferencia, no de una repetición idéntica.	Las guitarras de Adrian Belew, que atraviesan el patrón como destellos animales.	Las voces superpuestas que multiplican el pulso en vez de limitarse a repetir el coro.	The Great Curve does not build a wall of sound; it organizes many lines moving at different speeds. Talking Heads, Brian Eno and the guest musicians turn guitars, percussion and voices into cycles that brush against one another without fully aligning; trance comes from that difference, not from identical repetition.	Adrian Belew’s guitars cutting across the pattern like animal flashes.	The layered voices multiplying the pulse rather than merely repeating the chorus.	The Great Curve ne construit pas un mur de son : le morceau organise de nombreuses lignes qui avancent à des vitesses différentes. Talking Heads, Brian Eno et les musiciens invités transforment guitares, percussions et voix en cycles qui se frôlent sans coïncider tout à fait ; la transe naît de cet écart, non d’une répétition identique.	Les guitares d’Adrian Belew, qui traversent le motif comme des éclairs animaux.	Les voix superposées qui multiplient le rythme au lieu de simplement répéter le refrain.
song-080	A Forest convierte la búsqueda de una presencia ausente en una forma musical que tampoco encuentra salida. The Cure repite una figura descendente sobre bajo y batería contenidos; Robert Smith canta con distancia, pero cada vuelta aumenta la sensación de internarse en un espacio donde las referencias se parecen demasiado entre sí.	La guitarra que reaparece con el mismo contorno mientras cambia su peso emocional.	El final abierto, donde el bajo sigue caminando después de que la narración ya no ofrece respuesta.	A Forest turns the search for an absent presence into a musical form that also finds no exit. The Cure repeats a descending figure over restrained bass and drums; Robert Smith sings at a distance, yet every return increases the feeling of entering a space where all landmarks look too similar.	The guitar returning with the same contour while its emotional weight changes.	The open ending, where the bass keeps walking after the story no longer offers an answer.	A Forest transforme la recherche d’une présence absente en une forme musicale qui, elle non plus, ne trouve pas d’issue. The Cure répète une figure descendante sur une basse et une batterie retenues ; Robert Smith chante à distance, mais chaque retour renforce l’impression de pénétrer dans un espace où tous les repères se ressemblent trop.	La guitare qui revient avec le même contour tandis que son poids émotionnel change.	La fin ouverte, où la basse continue de marcher après que le récit a cessé d’offrir une réponse.
song-081	La poderosa muerte no musicaliza a Neruda desde afuera: convierte la ascensión de sus imágenes en una transformación interna de la banda. Los Jaivas parten de una atmósfera contenida y suman quena, trutruca, teclados, guitarras y percusión hasta que el paisaje andino deja de ser fondo y se vuelve la escala misma de la obra.	La quena, cuya entrada cambia el espacio antes de que aumente el volumen.	La acumulación final, donde los instrumentos tradicionales no decoran el rock: modifican su dirección.	La poderosa muerte does not set Neruda to music from the outside; it turns the ascent of his images into an internal transformation of the band. Los Jaivas begin in a restrained atmosphere and add quena, trutruca, keyboards, guitars and percussion until the Andean landscape stops being background and becomes the work’s very scale.	The quena, whose entrance changes the space before the volume rises.	The final accumulation, where traditional instruments do not decorate rock but redirect it.	La poderosa muerte ne met pas Neruda en musique depuis l’extérieur : le morceau transforme l’ascension de ses images en mutation interne du groupe. Los Jaivas partent d’une atmosphère retenue et ajoutent quena, trutruca, claviers, guitares et percussions jusqu’à ce que le paysage andin cesse d’être un décor pour devenir l’échelle même de l’œuvre.	La quena, dont l’entrée modifie l’espace avant que le volume n’augmente.	L’accumulation finale, où les instruments traditionnels ne décorent pas le rock mais en changent la direction.
song-082	Temptation conserva la torpeza emotiva del post-punk dentro de una música que ya mira hacia la pista de baile. New Order programa un impulso firme, pero las guitarras se abren, el bajo canta y Bernard Sumner entra con una vulnerabilidad que ninguna máquina corrige; la euforia funciona porque nunca queda del todo controlada.	El bajo melódico de Peter Hook, situado por encima del registro que normalmente sostiene el groove.	Los gritos y pequeñas inexactitudes vocales que vuelven irrepetible una estructura programada.	Temptation preserves post-punk’s emotional awkwardness inside music already looking towards the dance floor. New Order programs a firm drive, but guitars open out, the bass sings and Bernard Sumner enters with a vulnerability no machine corrects; the euphoria works because it is never fully controlled.	Peter Hook’s melodic bass placed above the register that normally supports the groove.	The shouts and small vocal inaccuracies making a programmed structure unrepeatable.	Temptation conserve la maladresse émotionnelle du post-punk dans une musique déjà tournée vers la piste de danse. New Order programme une impulsion ferme, mais les guitares s’ouvrent, la basse chante et Bernard Sumner intervient avec une vulnérabilité qu’aucune machine ne corrige ; l’euphorie fonctionne parce qu’elle n’est jamais entièrement maîtrisée.	La basse mélodique de Peter Hook, placée au-dessus du registre qui soutient habituellement le groove.	Les cris et les petites imprécisions vocales qui rendent unique une structure programmée.
song-083	Barro tal vez parece una canción antigua recordada desde un lenguaje armónico moderno. Spinetta acompaña una melodía desnuda con acordes que se abren hacia el jazz, pero cada desviación regresa a la necesidad elemental de cantar; la complejidad no exhibe conocimiento, protege la fragilidad del texto.	Los acordes de guitarra que cambian de color sin interrumpir el curso de la voz.	La manera en que Spinetta retiene algunas sílabas y deja que la armonía complete la frase.	Barro tal vez sounds like an old song remembered through a modern harmonic language. Spinetta accompanies a bare melody with chords opening towards jazz, yet every detour returns to the elemental need to sing; complexity does not display knowledge but protects the lyric’s fragility.	The guitar chords changing colour without interrupting the vocal line.	The way Spinetta holds back certain syllables and lets harmony complete the phrase.	Barro tal vez ressemble à une chanson ancienne remémorée dans un langage harmonique moderne. Spinetta accompagne une mélodie nue d’accords qui s’ouvrent vers le jazz, mais chaque détour revient au besoin élémentaire de chanter ; la complexité n’exhibe pas un savoir, elle protège la fragilité du texte.	Les accords de guitare qui changent de couleur sans interrompre le fil de la voix.	La manière dont Spinetta retient certaines syllabes et laisse l’harmonie achever la phrase.
song-084	Sparkle hace que el virtuosismo parezca clima. Tatsuro Yamashita abre con una guitarra limpia y veloz, pero su función no es ocupar el centro: ilumina los cambios armónicos para que bajo, batería, metales y voz mantengan una sensación continua de desplazamiento. La precisión produce ligereza, no rigidez.	Las notas apagadas entre los acordes de guitarra, esenciales para el rebote del ritmo.	El bajo que anticipa transiciones armónicas sin romper la superficie luminosa.	Sparkle makes virtuosity feel like weather. Tatsuro Yamashita opens with fast, clean guitar, yet its role is not to claim the centre: it lights the harmonic changes so bass, drums, horns and voice maintain a continuous sense of motion. Precision produces lightness, not rigidity.	The muted notes between guitar chords, essential to the rhythm’s bounce.	The bass anticipating harmonic transitions without breaking the bright surface.	Sparkle fait du virtuosisme un climat. Tatsuro Yamashita ouvre sur une guitare rapide et limpide, mais son rôle n’est pas d’occuper le centre : elle éclaire les changements harmoniques afin que basse, batterie, cuivres et voix maintiennent une sensation continue de déplacement. La précision produit de la légèreté, non de la rigidité.	Les notes étouffées entre les accords de guitare, essentielles au rebond rythmique.	La basse qui anticipe les transitions harmoniques sans rompre la surface lumineuse.
song-085	Ojos de videotape observa un presente tecnológico desde una intimidad casi inmóvil. Charly García coloca sintetizadores largos y una caja de ritmos contenida alrededor de una melodía que parece hablar desde una habitación vacía; la emoción no llega mediante un gran gesto, sino por la forma en que la voz empieza a agrietar ese paisaje.	El acorde sostenido que vuelve una y otra vez como una luz de pantalla.	Los leves aumentos de intensidad vocal, más decisivos que cualquier cambio de arreglo.	Ojos de videotape watches a technological present from an almost motionless intimacy. Charly García places long synthesizer tones and a restrained drum machine around a melody that seems to speak from an empty room; emotion arrives not through a grand gesture but through the way the voice begins to crack that landscape.	The sustained chord returning like the light of a screen.	The slight increases in vocal intensity, more decisive than any arrangement change.	Ojos de videotape observe un présent technologique depuis une intimité presque immobile. Charly García place de longues nappes de synthétiseur et une boîte à rythmes retenue autour d’une mélodie qui semble parler depuis une pièce vide ; l’émotion ne vient pas d’un grand geste, mais de la manière dont la voix commence à fissurer ce paysage.	L’accord tenu qui revient comme la lumière d’un écran.	Les légères montées d’intensité vocale, plus décisives que tout changement d’arrangement.
song-086	Juanito Alimaña convierte la vida de un delincuente de barrio en relato coral, con humor, peligro y códigos sociales reconocibles. Héctor Lavoe cambia de personaje sin abandonar el sonero, mientras los coros, los metales y el montuno de Willie Colón reaccionan a la historia como vecinos que conocen demasiado bien al protagonista.	Las inflexiones con las que Lavoe pasa de narrador a personaje dentro de una misma línea.	Los ataques de metales que puntúan los giros cómicos sin quitarles su trasfondo oscuro.	Juanito Alimaña turns the life of a neighbourhood outlaw into a choral tale of humour, danger and recognizable social codes. Héctor Lavoe changes character without leaving the sonero behind, while Willie Colón’s choruses, horns and montuno react like neighbours who know the protagonist all too well.	The inflections with which Lavoe moves from narrator to character inside a single line.	The horn attacks punctuating comic turns without removing their dark underside.	Juanito Alimaña transforme la vie d’un petit truand de quartier en récit choral, avec humour, danger et codes sociaux reconnaissables. Héctor Lavoe change de personnage sans cesser d’être sonero, tandis que les chœurs, les cuivres et le montuno de Willie Colón réagissent comme des voisins qui connaissent trop bien le protagoniste.	Les inflexions par lesquelles Lavoe passe du narrateur au personnage dans une même ligne.	Les attaques de cuivres qui ponctuent les détours comiques sans en effacer le fond sombre.
song-087	Fantastic Man obtiene su magnetismo de materiales aparentemente modestos: una pregunta, un bajo sintético, una caja de ritmos y teclados de brillo doméstico. William Onyeabor repite sin apretar el groove; esa amplitud deja que cada entrada parezca una decisión y que la excentricidad tecnológica conserve calidez.	El bajo sintético, ligeramente blando, que da profundidad a la máquina rítmica.	Las pausas entre preguntas, donde el arreglo parece sonreír antes de responder.	Fantastic Man draws its magnetism from apparently modest materials: a question, synthetic bass, a drum machine and keyboards with a homemade shine. William Onyeabor repeats without tightening the groove; that openness makes every entrance feel like a decision and lets technological eccentricity retain warmth.	The slightly soft synthetic bass giving depth to the rhythm machine.	The pauses between questions, where the arrangement seems to smile before replying.	Fantastic Man tire son magnétisme de matériaux apparemment modestes : une question, une basse synthétique, une boîte à rythmes et des claviers à l’éclat domestique. William Onyeabor répète sans resserrer le groove ; cette ampleur donne à chaque entrée le poids d’une décision et permet à l’excentricité technologique de garder sa chaleur.	La basse synthétique légèrement souple, qui donne de la profondeur à la machine rythmique.	Les pauses entre les questions, où l’arrangement semble sourire avant de répondre.
song-028	Cloudbusting convierte un recuerdo de infancia y pérdida en avance físico. Kate Bush canta desde el punto de vista del hijo de Wilhelm Reich mientras las cuerdas marcan un paso obstinado; cuando entran tambores y voces, la escala épica no corrige la herida privada, la hace visible desde más lejos.	El patrón de cuerdas, mitad marcha y mitad mecanismo de memoria.	La llegada de la percusión grave, que amplía el paisaje sin acelerar el tempo.	Cloudbusting turns a memory of childhood and loss into physical forward motion. Kate Bush sings from the viewpoint of Wilhelm Reich’s son while strings mark an obstinate pace; when drums and voices arrive, the epic scale does not repair the private wound but makes it visible from farther away.	The string pattern, half march and half memory mechanism.	The arrival of deep percussion, enlarging the landscape without increasing the tempo.	Cloudbusting transforme un souvenir d’enfance et de perte en mouvement physique. Kate Bush chante du point de vue du fils de Wilhelm Reich tandis que les cordes marquent un pas obstiné ; lorsque tambours et voix apparaissent, l’ampleur épique ne répare pas la blessure privée, elle la rend visible de plus loin.	Le motif de cordes, à moitié marche et à moitié mécanisme de mémoire.	L’arrivée des percussions graves, qui agrandit le paysage sans accélérer le tempo.
song-029	If I Was Your Girlfriend usa una alteración vocal para hacer inestable una pregunta sobre intimidad, género y confianza. Prince vacía el funk hasta dejar bajo, caja, teclados y respiración en primer plano; la cercanía resulta seductora e incómoda porque el narrador quiere atravesar límites que la canción nunca finge resolver.	La voz acelerada, cuyo artificio vuelve más ambigua la identidad en vez de ocultarla.	Los espacios del arreglo, donde una respiración tiene tanto peso como la caja.	If I Was Your Girlfriend uses a transformed voice to unsettle a question about intimacy, gender and trust. Prince strips funk down to bass, snare, keyboards and breath; the closeness is both seductive and uncomfortable because the narrator wants to cross boundaries the song never pretends to resolve.	The sped-up voice, whose artifice makes identity more ambiguous rather than hiding it.	The arrangement’s spaces, where a breath carries as much weight as the snare.	If I Was Your Girlfriend utilise une voix transformée pour déstabiliser une question d’intimité, de genre et de confiance. Prince dépouille le funk jusqu’à ne garder que basse, caisse claire, claviers et souffle ; cette proximité séduit autant qu’elle met mal à l’aise, car le narrateur veut franchir des limites que la chanson ne prétend jamais résoudre.	La voix accélérée, dont l’artifice rend l’identité plus ambiguë au lieu de la cacher.	Les espaces de l’arrangement, où un souffle pèse autant que la caisse claire.
song-088	La noche pasa de una oscuridad narrativa a una descarga rítmica sin presentar ambas como opuestos. Joe Arroyo lleva la voz con flexibilidad entre salsa, tradición caribeña y una energía casi teatral; los metales y el coro no borran la amenaza del comienzo, la transforman en movimiento colectivo.	El cambio de sección que abre el ritmo sin dar la sensación de haber abandonado el relato.	La aspereza de la voz de Arroyo, capaz de imponerse al metal sin endurecer el fraseo.	La noche moves from narrative darkness to rhythmic release without treating them as opposites. Joe Arroyo carries his voice flexibly across salsa, Caribbean tradition and almost theatrical energy; horns and chorus do not erase the opening threat but transform it into collective motion.	The sectional change opening the rhythm without feeling as though the story has been abandoned.	The grain in Arroyo’s voice, cutting through the horns without hardening the phrasing.	La noche passe d’une obscurité narrative à une libération rythmique sans les présenter comme des contraires. Joe Arroyo fait circuler sa voix avec souplesse entre salsa, tradition caribéenne et énergie presque théâtrale ; les cuivres et le chœur n’effacent pas la menace initiale, ils la transforment en mouvement collectif.	Le changement de section qui ouvre le rythme sans donner l’impression d’avoir abandonné le récit.	Le grain de la voix d’Arroyo, qui traverse les cuivres sans durcir le phrasé.
song-089	Fight the Power trata la densidad como una forma de claridad política. The Bomb Squad superpone breaks, sirenas, fragmentos de voz y ruido hasta construir una calle sonora en permanente discusión; Chuck D atraviesa el collage con una dicción firme, mientras Flavor Flav rompe la solemnidad sin disminuir la urgencia.	Las muestras que aparecen una sola vez y desaparecen antes de poder identificarlas por completo.	La diferencia entre la voz frontal de Chuck D y las interrupciones laterales de Flavor Flav.	Fight the Power treats density as a form of political clarity. The Bomb Squad layers breaks, sirens, vocal fragments and noise into a sonic street in permanent argument; Chuck D cuts through the collage with firm diction, while Flavor Flav breaks solemnity without reducing urgency.	The samples appearing once and vanishing before they can be fully identified.	The difference between Chuck D’s frontal voice and Flavor Flav’s interruptions from the side.	Fight the Power traite la densité comme une forme de clarté politique. The Bomb Squad superpose breaks, sirènes, fragments de voix et bruit jusqu’à construire une rue sonore en discussion permanente ; Chuck D traverse le collage avec une diction ferme, tandis que Flavor Flav brise la solennité sans réduire l’urgence.	Les samples qui n’apparaissent qu’une fois et disparaissent avant d’être entièrement identifiés.	La différence entre la voix frontale de Chuck D et les interruptions latérales de Flavor Flav.
song-090	Cherry-Coloured Funk usa palabras menos como relato que como materia física. Elizabeth Fraser curva sílabas y respiraciones hasta mezclarlas con las guitarras de Robin Guthrie; el bajo y la batería mantienen una línea clara debajo de esa bruma, haciendo que la canción pueda ser táctil sin perder dirección.	La voz principal doblada en registros distintos, responsable de una melodía que parece cambiar de forma.	El bajo nítido que guía la armonía debajo de guitarras deliberadamente difusas.	Cherry-Coloured Funk uses words less as narrative than as physical material. Elizabeth Fraser bends syllables and breaths until they merge with Robin Guthrie’s guitars; bass and drums retain a clear line beneath the haze, allowing the song to feel tactile without losing direction.	The lead voice doubled in different registers, giving the melody its shape-shifting quality.	The clear bass guiding harmony beneath deliberately diffuse guitars.	Cherry-Coloured Funk emploie les mots moins comme récit que comme matière physique. Elizabeth Fraser courbe syllabes et souffles jusqu’à les mêler aux guitares de Robin Guthrie ; la basse et la batterie maintiennent une ligne nette sous cette brume, permettant à la chanson d’être tactile sans perdre sa direction.	La voix principale doublée dans différents registres, qui donne à la mélodie sa forme changeante.	La basse nette qui guide l’harmonie sous des guitares volontairement diffuses.
song-091	A pedir su mano cruza el merengue dominicano con una guitarra de aire centroafricano sin tratar el encuentro como exhibición. Juan Luis Guerra y 4.40 integran ambos lenguajes dentro de una celebración de pulso continuo; la propuesta matrimonial se vuelve una escena comunitaria donde el arreglo ya expresa movimiento entre lugares.	La guitarra aguda y entrelazada que aligera el empuje del merengue.	Los metales que entran como respuestas breves en lugar de ocupar toda la mezcla.	A pedir su mano crosses Dominican merengue with a Central African-inflected guitar without presenting the encounter as display. Juan Luis Guerra and 4.40 integrate both languages into a continuous-pulse celebration; the marriage proposal becomes a communal scene whose arrangement already expresses movement between places.	The high, interlocking guitar lightening merengue’s forward drive.	The horns entering as brief replies rather than occupying the entire mix.	A pedir su mano croise le merengue dominicain et une guitare aux inflexions d’Afrique centrale sans présenter la rencontre comme une démonstration. Juan Luis Guerra et 4.40 intègrent les deux langages dans une célébration au rythme continu ; la demande en mariage devient une scène communautaire dont l’arrangement exprime déjà le mouvement entre les lieux.	La guitare aiguë et entrelacée qui allège l’élan du merengue.	Les cuivres qui interviennent par brèves réponses au lieu d’occuper tout le mixage.
song-035	Unfinished Sympathy hace convivir la escala de una orquesta y la repetición de un breakbeat sin que una legitime a la otra. Shara Nelson canta desde el centro de esa tensión con una voz que gana altura y riesgo; las cuerdas no llegan para resolver el dolor, sino para ampliar el espacio en el que permanece.	El bajo que mantiene la continuidad entre la percusión programada y la orquesta.	Las cuerdas ascendentes del tramo final, cuya intensidad aumenta sin ofrecer cierre emocional.	Unfinished Sympathy lets orchestral scale and breakbeat repetition coexist without asking either to legitimize the other. Shara Nelson sings from the centre of that tension with a voice gaining height and risk; the strings do not arrive to resolve pain but to enlarge the space in which it remains.	The bass maintaining continuity between programmed percussion and orchestra.	The rising strings in the final passage, increasing intensity without providing emotional closure.	Unfinished Sympathy fait coexister l’ampleur orchestrale et la répétition d’un breakbeat sans demander à l’une de légitimer l’autre. Shara Nelson chante au centre de cette tension avec une voix qui gagne en hauteur et en risque ; les cordes n’arrivent pas pour résoudre la douleur, mais pour agrandir l’espace où elle demeure.	La basse qui assure la continuité entre les percussions programmées et l’orchestre.	Les cordes ascendantes du passage final, dont l’intensité augmente sans offrir de résolution émotionnelle.
song-092	Sometimes deja una canción acústica enterrada dentro de una masa eléctrica. Kevin Shields canta y rasguea con una intimidad casi doméstica, pero las guitarras amplificadas convierten esa cercanía en recuerdo: no es posible separar del todo la melodía de la distorsión que la desgasta y la protege.	El rasgueo regular que permanece audible como esqueleto bajo las capas de guitarra.	Las fluctuaciones de afinación que hacen que la textura parezca respirar.	Sometimes leaves an acoustic song buried inside an electric mass. Kevin Shields sings and strums with almost domestic intimacy, but the amplified guitars turn that closeness into memory: melody cannot be fully separated from the distortion wearing it down and protecting it.	The regular strum remaining audible as a skeleton beneath the guitar layers.	The pitch fluctuations making the texture seem to breathe.	Sometimes laisse une chanson acoustique enfouie dans une masse électrique. Kevin Shields chante et gratte avec une intimité presque domestique, mais les guitares amplifiées transforment cette proximité en souvenir : impossible de séparer complètement la mélodie de la distorsion qui l’use et la protège.	Le battement régulier qui reste audible comme un squelette sous les couches de guitare.	Les fluctuations de hauteur qui donnent l’impression que la texture respire.
song-093	Xtal encuentra intimidad dentro de sonidos que no parecen pertenecer a una habitación real. Aphex Twin combina un breakbeat suave, acordes luminosos y una voz muestreada sin centro verbal; la producción electrónica no crea distancia, sino una memoria cuyos contornos nunca terminan de enfocarse.	La muestra vocal, más cercana a una respiración recordada que a una frase.	Los pequeños cambios del breakbeat que mantienen vivo un paisaje aparentemente estático.	Xtal finds intimacy inside sounds that do not seem to belong to a real room. Aphex Twin combines a soft breakbeat, luminous chords and a sampled voice without verbal centre; electronic production creates not distance but a memory whose outlines never quite come into focus.	The vocal sample, closer to a remembered breath than to a sentence.	The small breakbeat changes keeping an apparently static landscape alive.	Xtal trouve de l’intimité dans des sons qui ne semblent appartenir à aucune pièce réelle. Aphex Twin combine un breakbeat doux, des accords lumineux et une voix samplée dépourvue de centre verbal ; la production électronique ne crée pas de distance, mais une mémoire dont les contours ne deviennent jamais tout à fait nets.	Le sample vocal, plus proche d’un souffle remémoré que d’une phrase.	Les petites variations du breakbeat qui maintiennent vivant un paysage apparemment immobile.
song-094	Sodade no dramatiza la distancia porque la distancia ya está inscrita en el grano de la voz. Cesária Évora canta con una serenidad que admite cansancio, afecto y aceptación a la vez; guitarra, cavaquinho y percusión sostienen el balance de la morna sin empujarla hacia una conclusión más cómoda.	La forma en que Évora apoya las consonantes y deja que las vocales lleven la memoria.	El pulso contenido, que permite bailar sin disipar el peso de la ausencia.	Sodade does not dramatize distance because distance is already inscribed in the grain of the voice. Cesária Évora sings with a serenity containing fatigue, affection and acceptance at once; guitar, cavaquinho and percussion sustain morna’s sway without pushing it towards an easier conclusion.	The way Évora rests on consonants and lets vowels carry memory.	The restrained pulse allowing dance without dispersing the weight of absence.	Sodade ne dramatise pas la distance, car celle-ci est déjà inscrite dans le grain de la voix. Cesária Évora chante avec une sérénité qui contient à la fois fatigue, affection et acceptation ; guitare, cavaquinho et percussions soutiennent le balancement de la morna sans la pousser vers une conclusion plus confortable.	La manière dont Évora s’appuie sur les consonnes et laisse les voyelles porter la mémoire.	Le rythme retenu, qui permet de danser sans dissiper le poids de l’absence.
song-095	Kiss of Life convierte el enamoramiento en una corriente continua, no en una explosión. Sade Adu canta con precisión relajada sobre un bajo circular y una batería que apenas necesita levantar la voz; los pequeños colores de guitarra, teclado y saxofón hacen visible un entusiasmo que conserva elegancia porque nunca se precipita.	La línea de bajo que vuelve al inicio sin dar la sensación de estar repitiéndose.	Los desplazamientos de la voz alrededor del pulso, especialmente al cerrar las frases.	Kiss of Life turns falling in love into a continuous current rather than an explosion. Sade Adu sings with relaxed precision over circular bass and drums that hardly need to raise their voice; small colours from guitar, keyboard and saxophone reveal an excitement that retains elegance because it never rushes.	The bass line returning to its beginning without feeling repetitive.	The vocal shifts around the pulse, especially at the ends of phrases.	Kiss of Life transforme l’amour naissant en courant continu plutôt qu’en explosion. Sade Adu chante avec une précision détendue sur une basse circulaire et une batterie qui n’a presque jamais besoin de hausser le ton ; de petites touches de guitare, de clavier et de saxophone révèlent un enthousiasme dont l’élégance vient de ce qu’il ne se précipite jamais.	La ligne de basse qui revient à son point de départ sans donner une impression de répétition.	Les déplacements de la voix autour du rythme, surtout à la fin des phrases.
